Player,FG,FGA,XPT,FPTS,Team,Week,Year,Position
Jason Myers,1.7,1.9,2.2,7.3,SEA,8,2024,k
Cam Little,1.7,2.0,2.2,7.2,JAC,8,2024,k
Will Reichard,1.5,2.1,2.7,7.2,MIN,8,2024,k
Matt Gay,1.7,2.0,2.0,7.1,WAS,8,2024,k
Joey Slye,1.8,2.0,1.8,7.1,TEN,8,2024,k
Joshua Karty,1.7,1.9,1.9,7.1,LAR,8,2024,k
Jason Sanders,1.4,2.0,2.7,7.0,MIA,8,2024,k
Chad Ryland,1.6,1.9,2.0,6.9,ARI,8,2024,k
Blake Grupe,1.5,2.2,1.7,6.4,NO,8,2024,k
Nick Folk,1.5,1.9,1.7,6.2,NYJ,8,2024,k
Dustin Hopkins,1.5,2.0,1.8,6.2,CLE,8,2024,k
Daniel Carlson,1.5,2.0,1.7,6.1,LV,8,2024,k
Spencer Shrader,0.0,0.0,0.0,0.0,IND,8,2024,k
Jude McAtamney,0.0,0.0,0.0,0.0,NYG,8,2024,k
Jake Moody,0.0,0.0,0.0,0.0,SF,8,2024,k
Graham Gano,0.0,0.0,0.0,0.0,NYG,8,2024,k
Matthew Wright,0.0,0.0,0.0,0.0,CAR,8,2024,k
Harrison Butker,1.9,2.1,2.6,8.2,KC,9,2024,k
Younghoe Koo,1.8,2.0,2.9,8.2,ATL,9,2024,k
Jake Elliott,1.7,1.9,3.0,8.2,PHI,9,2024,k
Tyler Bass,1.7,2.0,3.0,8.1,BUF,9,2024,k
Will Reichard,1.8,2.1,2.5,7.9,MIN,9,2024,k
Jake Bates,1.7,1.9,2.8,7.9,DET,9,2024,k
Evan McPherson,1.8,2.1,2.6,7.9,CIN,9,2024,k
Blake Grupe,1.8,2.1,2.3,7.8,NO,9,2024,k
Brandon Aubrey,1.8,1.9,2.2,7.7,DAL,9,2024,k
Ka'imi Fairbairn,1.8,2.1,2.1,7.6,HOU,9,2024,k
Cameron Dicker,1.8,2.0,2.2,7.5,LAC,9,2024,k
Chad Ryland,1.8,2.0,2.1,7.5,ARI,9,2024,k
Jason Myers,1.7,2.0,2.3,7.4,SEA,9,2024,k
Nick Folk,1.8,2.2,1.9,7.4,NYJ,9,2024,k
Chase McLaughlin,1.7,1.9,2.1,7.3,TB,9,2024,k
Wil Lutz,1.7,1.9,2.1,7.1,DEN,9,2024,k
Dustin Hopkins,1.8,1.9,1.9,7.1,CLE,9,2024,k
Jason Sanders,1.7,2.0,2.0,7.1,MIA,9,2024,k
Matt Gay,1.7,2.0,2.0,7.1,WAS,9,2024,k
Cairo Santos,1.5,2.0,2.6,7.0,CHI,9,2024,k
Cam Little,1.6,1.9,2.1,7.0,JAC,9,2024,k
Jude McAtamney,1.7,1.9,1.7,6.9,NYG,9,2024,k
Joshua Karty,1.4,1.9,2.6,6.9,LAR,9,2024,k
Brandon McManus,1.4,1.7,2.5,6.6,GB,9,2024,k
Daniel Carlson,1.5,2.0,1.8,6.3,LV,9,2024,k
Joey Slye,1.5,1.9,1.9,6.3,TEN,9,2024,k
Spencer Shrader,0.0,0.0,0.0,0.0,IND,9,2024,k
Graham Gano,0.0,0.0,0.0,0.0,NYG,9,2024,k
Matthew Wright,0.0,0.0,0.0,0.0,CAR,9,2024,k
Jake Bates,1.7,2.0,3.2,8.3,DET,10,2024,k
Harrison Butker,1.9,2.1,2.7,8.3,KC,10,2024,k
Jake Moody,1.8,2.0,2.9,8.2,SF,10,2024,k
Tyler Bass,1.7,1.9,2.9,8.1,BUF,10,2024,k
Jake Elliott,1.7,2.0,2.8,8.0,PHI,10,2024,k
Younghoe Koo,1.8,1.9,2.6,8.0,ATL,10,2024,k
Joshua Karty,1.7,2.1,2.6,7.8,LAR,10,2024,k
Chris Boswell,1.8,2.0,2.2,7.6,PIT,10,2024,k
Parker Romo,1.7,1.9,2.5,7.6,NE,10,2024,k
Brandon Aubrey,1.9,2.2,2.0,7.6,DAL,10,2024,k
Chase McLaughlin,1.8,2.0,2.2,7.6,TB,10,2024,k
Ka'imi Fairbairn,1.8,2.0,2.2,7.6,HOU,10,2024,k
Cameron Dicker,1.6,2.2,2.5,7.4,LAC,10,2024,k
Blake Grupe,1.8,2.1,2.0,7.4,NO,10,2024,k
Spencer Shrader,1.7,1.9,2.0,7.2,IND,10,2024,k
Chad Ryland,1.5,2.1,2.5,7.1,ARI,10,2024,k
Cairo Santos,1.5,2.0,2.5,7.0,CHI,10,2024,k
Evan McPherson,1.4,1.9,2.6,6.9,CIN,10,2024,k
Wil Lutz,1.7,2.0,1.7,6.8,DEN,10,2024,k
Jason Sanders,1.4,2.0,2.5,6.8,MIA,10,2024,k
Joey Slye,1.7,1.9,1.7,6.7,TEN,10,2024,k
Graham Gano,1.4,1.7,2.2,6.4,NYG,10,2024,k
Nick Folk,1.5,2.0,1.5,6.2,NYJ,10,2024,k
Cam Little,1.4,1.9,1.9,6.0,JAC,10,2024,k
Matt Gay,1.2,2.0,2.3,5.9,WAS,10,2024,k
Jude McAtamney,0.0,0.0,0.0,0.0,NYG,10,2024,k
Will Reichard,0.0,0.0,0.0,0.0,MIN,10,2024,k
Matthew Wright,0.0,0.0,0.0,0.0,CAR,10,2024,k
Jake Bates,2.1,2.1,3.3,9.5,DET,11,2024,k
Brandon McManus,2.0,2.0,2.3,8.3,GB,11,2024,k
Jake Moody,1.7,2.0,2.9,8.0,SF,11,2024,k
Chris Boswell,1.9,2.0,2.3,7.9,PIT,11,2024,k
Jake Elliott,1.7,1.8,2.8,7.9,PHI,11,2024,k
Wil Lutz,1.8,2.1,2.3,7.6,DEN,11,2024,k
Spencer Shrader,1.8,1.9,2.2,7.5,IND,11,2024,k
Cameron Dicker,1.6,2.0,2.8,7.5,LAC,11,2024,k
Blake Grupe,1.8,2.0,2.0,7.3,NO,11,2024,k
Ka'imi Fairbairn,1.6,2.2,2.6,7.3,HOU,11,2024,k
Tyler Bass,1.5,1.9,2.9,7.3,BUF,11,2024,k
Evan McPherson,1.7,2.0,2.2,7.3,CIN,11,2024,k
Jason Sanders,1.5,2.1,2.7,7.2,MIA,11,2024,k
Matt Gay,1.7,2.0,2.1,7.1,WAS,11,2024,k
Joey Slye,1.7,2.0,2.0,7.1,TEN,11,2024,k
Brandon Aubrey,1.7,2.4,1.8,7.0,DAL,11,2024,k
Daniel Carlson,1.7,1.9,1.7,6.9,LV,11,2024,k
Joshua Karty,1.4,2.1,2.5,6.9,LAR,11,2024,k
Younghoe Koo,1.5,2.1,2.4,6.9,ATL,11,2024,k
Parker Romo,1.5,1.9,2.3,6.8,NE,11,2024,k
Jason Myers,1.5,2.0,2.3,6.8,SEA,11,2024,k
Dustin Hopkins,1.5,2.0,2.2,6.7,CLE,11,2024,k
Cairo Santos,1.6,2.2,1.8,6.5,CHI,11,2024,k
Nick Folk,1.5,1.9,1.8,6.3,NYJ,11,2024,k
Cam Little,1.4,2.0,1.7,6.0,JAC,11,2024,k
Will Reichard,0.0,0.0,0.0,0.0,MIN,11,2024,k
Harrison Butker,0.0,0.0,0.0,0.0,KC,11,2024,k
Jake Bates,2.0,2.4,3.2,9.3,DET,12,2024,k
Brandon McManus,2.0,2.3,2.3,8.1,GB,12,2024,k
Ka'imi Fairbairn,1.8,2.0,2.7,8.0,HOU,12,2024,k
Chris Boswell,1.9,2.0,2.2,7.9,PIT,12,2024,k
Jake Elliott,1.7,1.9,2.6,7.8,PHI,12,2024,k
Jason Myers,1.7,1.9,2.6,7.8,SEA,12,2024,k
Jason Sanders,1.5,1.7,2.8,7.4,MIA,12,2024,k
Spencer Shrader,1.6,1.6,2.7,7.4,IND,12,2024,k
Cameron Dicker,1.6,1.7,2.5,7.3,LAC,12,2024,k
Chase McLaughlin,1.5,1.6,2.6,7.2,TB,12,2024,k
Wil Lutz,1.5,1.7,2.6,7.2,DEN,12,2024,k
Matt Gay,1.7,2.0,1.9,7.1,WAS,12,2024,k
Cairo Santos,1.8,2.0,1.7,7.1,CHI,12,2024,k
Daniel Carlson,1.8,2.1,1.6,7.0,LV,12,2024,k
Joey Slye,1.7,1.9,1.9,7.0,TEN,12,2024,k
Chad Ryland,1.5,1.6,2.4,6.9,ARI,12,2024,k
Parker Romo,1.6,1.8,2.1,6.8,NE,12,2024,k
Joshua Karty,1.5,1.7,2.1,6.7,LAR,12,2024,k
Jake Moody,1.4,1.5,2.5,6.6,SF,12,2024,k
Brandon Aubrey,1.5,1.6,1.9,6.5,DAL,12,2024,k
Graham Gano,1.6,1.8,1.7,6.4,NYG,12,2024,k
Dustin Hopkins,1.4,1.6,1.7,5.8,CLE,12,2024,k
Jude McAtamney,0.0,0.0,0.0,0.0,NYG,12,2024,k
Will Reichard,0.0,0.0,0.0,0.0,MIN,12,2024,k
Harrison Butker,0.0,0.0,0.0,0.0,KC,12,2024,k
Matthew Wright,0.0,0.0,0.0,0.0,CAR,12,2024,k
Jake Bates,2.1,2.1,3.2,9.4,DET,13,2024,k
Tyler Bass,2.0,1.9,2.5,8.4,BUF,13,2024,k
Chase McLaughlin,1.8,2.0,2.9,8.4,TB,13,2024,k
Cameron Dicker,1.8,2.1,2.8,8.2,LAC,13,2024,k
Ka'imi Fairbairn,1.8,2.1,2.6,8.0,HOU,13,2024,k
Joshua Karty,1.7,2.0,2.7,7.7,LAR,13,2024,k
Jason Myers,1.8,2.0,2.4,7.7,SEA,13,2024,k
Chris Boswell,1.8,1.9,2.3,7.6,PIT,13,2024,k
Blake Grupe,1.8,2.1,2.2,7.6,NO,13,2024,k
Daniel Carlson,2.0,2.0,1.4,7.4,LV,13,2024,k
Younghoe Koo,1.7,2.0,2.2,7.4,ATL,13,2024,k
Chad Ryland,1.7,1.8,2.3,7.3,ARI,13,2024,k
Matthew Wright,1.4,1.9,3.0,7.3,CAR,13,2024,k
Nick Folk,1.8,2.0,2.0,7.3,NYJ,13,2024,k
Matt Gay,1.7,2.0,2.0,7.2,WAS,13,2024,k
Parker Romo,1.5,2.0,2.6,7.2,NE,13,2024,k
Jason Sanders,1.7,1.9,2.2,7.2,MIA,13,2024,k
Brandon McManus,1.5,2.0,2.6,7.2,GB,13,2024,k
Brandon Aubrey,1.6,2.1,2.4,7.2,DAL,13,2024,k
Wil Lutz,1.5,2.1,2.6,7.1,DEN,13,2024,k
Evan McPherson,1.5,2.1,2.7,7.0,CIN,13,2024,k
Cam Little,1.7,2.1,1.8,7.0,JAC,13,2024,k
Dustin Hopkins,1.7,2.1,1.9,6.9,CLE,13,2024,k
Jake Elliott,1.4,1.9,2.6,6.8,PHI,13,2024,k
Jake Moody,1.5,1.7,2.2,6.8,SF,13,2024,k
Cairo Santos,1.6,2.2,1.7,6.6,CHI,13,2024,k
Joey Slye,1.4,1.8,2.2,6.5,TEN,13,2024,k
Graham Gano,1.3,1.8,1.7,5.7,NYG,13,2024,k
Spencer Shrader,0.0,0.0,0.0,0.0,IND,13,2024,k
Jude McAtamney,0.0,0.0,0.0,0.0,NYG,13,2024,k
Will Reichard,0.0,0.0,0.0,0.0,MIN,13,2024,k
Harrison Butker,0.0,0.0,0.0,0.0,KC,13,2024,k
Jake Bates,2.1,2.2,3.0,9.3,DET,14,2024,k
Tyler Bass,1.8,2.0,2.9,8.2,BUF,14,2024,k
Jake Elliott,1.7,1.9,2.9,8.1,PHI,14,2024,k
Chris Boswell,1.8,2.0,2.5,8.0,PIT,14,2024,k
Brandon Aubrey,1.8,2.0,2.5,7.8,DAL,14,2024,k
Brandon McManus,1.8,2.1,2.4,7.8,GB,14,2024,k
Will Reichard,1.7,1.9,2.5,7.7,MIN,14,2024,k
Matthew Wright,1.7,2.1,2.3,7.5,CAR,14,2024,k
Chase McLaughlin,1.6,2.0,2.8,7.5,TB,14,2024,k
Cameron Dicker,1.8,2.0,2.1,7.5,LAC,14,2024,k
Blake Grupe,1.8,2.0,2.1,7.4,NO,14,2024,k
Jason Myers,1.8,2.0,2.1,7.4,SEA,14,2024,k
Jake Moody,1.7,2.0,2.3,7.4,SF,14,2024,k
Cairo Santos,1.8,2.0,2.0,7.4,CHI,14,2024,k
Jason Sanders,1.5,2.0,2.7,7.3,MIA,14,2024,k
Nick Folk,1.6,2.1,2.4,7.2,NYJ,14,2024,k
Joshua Karty,1.7,2.0,2.0,7.1,LAR,14,2024,k
Daniel Carlson,1.7,1.9,1.9,7.1,LV,14,2024,k
Cam Little,1.6,2.0,2.0,7.0,JAC,14,2024,k
Younghoe Koo,1.7,1.8,2.0,7.0,ATL,14,2024,k
Chad Ryland,1.5,1.9,2.4,6.9,ARI,14,2024,k
Dustin Hopkins,1.6,1.8,1.8,6.6,CLE,14,2024,k
Graham Gano,1.4,1.7,1.5,5.8,NYG,14,2024,k
Jude McAtamney,0.0,0.0,0.0,0.0,NYG,14,2024,k
Evan McPherson,0.0,0.0,0.0,0.0,CIN,14,2024,k
Harrison Butker,0.0,0.0,0.0,0.0,KC,14,2024,k
Joey Slye,0.0,0.0,0.0,0.0,TEN,14,2024,k
Jake Bates,1.8,2.1,3.4,8.7,DET,15,2024,k
Ka'imi Fairbairn,2.1,2.1,2.4,8.6,HOU,15,2024,k
Brandon McManus,2.0,2.1,2.5,8.5,GB,15,2024,k
Jake Moody,1.9,1.8,2.6,8.4,SF,15,2024,k
Wil Lutz,2.0,2.1,2.2,8.3,DEN,15,2024,k
Harrison Butker,1.9,1.9,2.4,8.1,KC,15,2024,k
Chris Boswell,2.0,2.0,1.7,7.7,PIT,15,2024,k
Brandon Aubrey,1.8,2.0,2.1,7.6,DAL,15,2024,k
Cameron Dicker,1.6,2.1,2.6,7.5,LAC,15,2024,k
Jason Myers,1.8,2.0,2.2,7.5,SEA,15,2024,k
Chase McLaughlin,1.8,2.0,2.2,7.5,TB,15,2024,k
Jake Elliott,1.7,2.1,2.4,7.4,PHI,15,2024,k
Nick Folk,1.8,2.0,2.0,7.4,NYJ,15,2024,k
Tyler Bass,1.5,2.0,2.6,7.2,BUF,15,2024,k
Will Reichard,1.5,2.1,2.6,7.2,MIN,15,2024,k
Chad Ryland,1.4,2.0,2.8,7.1,ARI,15,2024,k
Daniel Carlson,1.7,1.9,1.9,7.1,LV,15,2024,k
Younghoe Koo,1.5,2.0,2.6,7.0,ATL,15,2024,k
Joey Slye,1.7,2.0,1.9,7.0,TEN,15,2024,k
Jason Sanders,1.5,2.0,2.4,6.9,MIA,15,2024,k
Matt Gay,1.7,1.9,1.7,6.9,WAS,15,2024,k
Joshua Karty,1.4,1.9,2.5,6.6,LAR,15,2024,k
Cam Little,1.4,2.0,2.1,6.4,JAC,15,2024,k
Cairo Santos,1.5,2.0,1.8,6.4,CHI,15,2024,k
Blake Grupe,1.4,1.9,2.1,6.4,NO,15,2024,k
Graham Gano,1.3,1.6,1.5,5.2,NYG,15,2024,k
Matthew Wright,0.8,0.9,1.4,3.9,CAR,15,2024,k
Spencer Shrader,0.0,0.0,0.0,0.0,IND,15,2024,k
Jude McAtamney,0.0,0.0,0.0,0.0,NYG,15,2024,k
Parker Romo,0.0,0.0,0.0,0.0,NE,15,2024,k
Evan McPherson,0.0,0.0,0.0,0.0,CIN,15,2024,k
Dustin Hopkins,0.0,0.0,0.0,0.0,CLE,15,2024,k
Tyler Bass,1.8,2.0,3.2,8.5,BUF,16,2024,k
Brandon McManus,1.8,1.9,2.9,8.3,GB,16,2024,k
Chase McLaughlin,1.8,2.0,2.7,8.1,TB,16,2024,k
Wil Lutz,2.0,2.1,2.0,8.1,DEN,16,2024,k
Jake Moody,1.9,1.9,2.3,8.1,SF,16,2024,k
Brandon Aubrey,1.8,2.0,2.4,7.8,DAL,16,2024,k
Jake Bates,1.5,1.9,3.2,7.6,DET,16,2024,k
Cairo Santos,1.9,2.2,1.8,7.4,CHI,16,2024,k
Daniel Carlson,1.7,2.0,2.1,7.4,LV,16,2024,k
Matt Gay,1.8,2.0,2.0,7.3,WAS,16,2024,k
Ka'imi Fairbairn,1.8,2.0,2.1,7.3,HOU,16,2024,k
Jason Myers,1.8,1.9,2.0,7.3,SEA,16,2024,k
Chris Boswell,1.8,1.8,2.0,7.3,PIT,16,2024,k
Cameron Dicker,1.7,2.2,2.2,7.2,LAC,16,2024,k
Chad Ryland,1.5,2.0,2.6,7.2,ARI,16,2024,k
Cam Little,1.7,2.0,1.9,7.1,JAC,16,2024,k
Harrison Butker,1.5,2.0,2.5,7.1,KC,16,2024,k
Will Reichard,1.5,2.0,2.5,7.0,MIN,16,2024,k
Jake Elliott,1.5,1.9,2.6,7.0,PHI,16,2024,k
Jason Sanders,1.5,2.0,2.5,7.0,MIA,16,2024,k
Joshua Karty,1.4,1.9,2.7,6.9,LAR,16,2024,k
Blake Grupe,1.6,1.8,1.4,6.2,NO,16,2024,k
Joey Slye,1.4,2.0,1.8,5.9,TEN,16,2024,k
Dustin Hopkins,1.4,1.8,1.8,5.9,CLE,16,2024,k
Graham Gano,1.3,1.7,1.5,5.5,NYG,16,2024,k
Younghoe Koo,0.9,1.2,1.3,3.9,ATL,16,2024,k
Parker Romo,0.0,0.0,0.0,0.0,NE,16,2024,k
Spencer Shrader,0.0,0.0,0.0,0.0,IND,16,2024,k
Jude McAtamney,0.0,0.0,0.0,0.0,NYG,16,2024,k
Evan McPherson,0.0,0.0,0.0,0.0,CIN,16,2024,k
Nick Folk,0.0,0.0,0.0,0.0,NYJ,16,2024,k
Matthew Wright,0.0,0.0,0.0,0.0,CAR,16,2024,k
Chase McLaughlin,1.8,2.0,2.9,8.5,TB,17,2024,k
Chris Boswell,2.1,2.1,2.1,8.4,PIT,17,2024,k
Jake Bates,1.8,1.9,3.1,8.4,DET,17,2024,k
Tyler Bass,1.7,1.9,3.2,8.3,BUF,17,2024,k
Brandon McManus,1.8,2.0,2.4,7.7,GB,17,2024,k
Harrison Butker,1.7,2.0,2.4,7.5,KC,17,2024,k
Chad Ryland,1.8,1.9,2.2,7.4,ARI,17,2024,k
Ka'imi Fairbairn,1.7,2.0,2.1,7.4,HOU,17,2024,k
Cameron Dicker,1.6,2.0,2.6,7.3,LAC,17,2024,k
Daniel Carlson,1.8,2.0,2.0,7.3,LV,17,2024,k
Joshua Karty,1.4,2.0,3.0,7.3,LAR,17,2024,k
Jake Moody,1.7,2.1,2.2,7.2,SF,17,2024,k
Cairo Santos,1.8,2.0,1.9,7.1,CHI,17,2024,k
Blake Grupe,1.7,1.9,2.0,7.1,NO,17,2024,k
Will Reichard,1.5,2.0,2.6,7.1,MIN,17,2024,k
Jason Myers,1.5,2.0,2.4,7.0,SEA,17,2024,k
Wil Lutz,1.5,2.0,2.5,7.0,DEN,17,2024,k
Joey Slye,1.7,2.0,1.9,6.9,TEN,17,2024,k
Matt Gay,1.5,2.0,2.4,6.9,WAS,17,2024,k
Jake Elliott,1.4,2.0,2.5,6.8,PHI,17,2024,k
Matthew Wright,1.4,1.9,2.4,6.7,CAR,17,2024,k
Cam Little,1.4,1.9,2.1,6.4,JAC,17,2024,k
Brandon Aubrey,1.5,1.9,1.8,6.4,DAL,17,2024,k
Jason Sanders,1.4,1.9,2.1,6.3,MIA,17,2024,k
Dustin Hopkins,1.5,1.7,1.4,6.0,CLE,17,2024,k
Graham Gano,1.3,1.7,1.5,5.4,NYG,17,2024,k
Spencer Shrader,0.0,0.0,0.0,0.0,IND,17,2024,k
Jude McAtamney,0.0,0.0,0.0,0.0,NYG,17,2024,k
Parker Romo,0.0,0.0,0.0,0.0,NE,17,2024,k
Evan McPherson,0.0,0.0,0.0,0.0,CIN,17,2024,k
Younghoe Koo,0.0,0.0,0.0,0.0,ATL,17,2024,k
Nick Folk,0.0,0.0,0.0,0.0,NYJ,17,2024,k
Chase McLaughlin,2.1,2.1,3.0,9.4,TB,18,2024,k
Chris Boswell,2.1,2.0,2.3,8.7,PIT,18,2024,k
Jake Bates,1.8,2.0,3.0,8.5,DET,18,2024,k
Tyler Bass,1.9,1.8,2.5,8.1,BUF,18,2024,k
Chad Ryland,1.7,2.0,2.3,7.6,ARI,18,2024,k
Brandon McManus,1.5,2.0,2.8,7.5,GB,18,2024,k
Will Reichard,1.6,2.0,2.7,7.4,MIN,18,2024,k
Cameron Dicker,1.6,2.1,2.5,7.4,LAC,18,2024,k
Wil Lutz,1.6,2.3,2.4,7.3,DEN,18,2024,k
Jason Sanders,1.7,2.0,2.1,7.3,MIA,18,2024,k
Ka'imi Fairbairn,1.7,1.9,2.1,7.1,HOU,18,2024,k
Jason Myers,1.6,2.1,2.4,7.0,SEA,18,2024,k
Daniel Carlson,1.7,1.9,1.7,7.0,LV,18,2024,k
Jake Moody,1.6,1.9,2.1,6.9,SF,18,2024,k
Matt Gay,1.5,2.0,2.4,6.9,WAS,18,2024,k
Matthew Wright,1.5,2.1,2.2,6.8,CAR,18,2024,k
Harrison Butker,1.6,1.8,2.0,6.8,KC,18,2024,k
Brandon Aubrey,1.5,1.9,2.1,6.5,DAL,18,2024,k
Cam Little,1.5,2.0,2.0,6.4,JAC,18,2024,k
Jake Elliott,1.4,1.8,2.3,6.3,PHI,18,2024,k
Graham Gano,1.6,1.8,1.5,6.3,NYG,18,2024,k
Cairo Santos,1.4,1.9,1.7,6.0,CHI,18,2024,k
Joshua Karty,1.4,1.8,1.9,5.9,LAR,18,2024,k
Joey Slye,1.4,1.8,1.9,5.9,TEN,18,2024,k
Blake Grupe,1.2,1.9,1.8,5.3,NO,18,2024,k
Dustin Hopkins,1.2,1.6,1.2,4.9,CLE,18,2024,k
Parker Romo,0.0,0.0,0.0,0.0,NE,18,2024,k
Spencer Shrader,0.0,0.0,0.0,0.0,IND,18,2024,k
Jude McAtamney,0.0,0.0,0.0,0.0,NYG,18,2024,k
Evan McPherson,0.0,0.0,0.0,0.0,CIN,18,2024,k
Younghoe Koo,0.0,0.0,0.0,0.0,ATL,18,2024,k
Nick Folk,0.0,0.0,0.0,0.0,NYJ,18,2024,k
